"Title","Description","Price","Condition","Ad Posted Date","Username of Seller"
"Dell Monitor High Copy 22""","Dell 22"" Monitor bezel less IPS LCD Screen Great Build Quality and Great Display Quality Now at cheapest price","रू. 15,500","| Brand New","5 months ago","Munsar Global Link Pvt. Ltd."
"PHILIPS 24"" FULL HD MONITOR","Philips Brilliance 248C ( Full HD) ============== Panel Size 23.6 inch/59.9 cm Effective viewing area 521.28 (H) x 293.22 (V) Aspect ratio 16:9 Optimum resolution 1920 x 1080 @ 60 Hz Response time (typical) 5 ms Brightness 300 cd/m² SmartContrast 20,000,000:1","रू. 15,500","| Used","8 months ago","One Touch Solution"
"Koorui P02 24"" IPS FHD Monitor","Screen Size: 23.8 Inches Resolution: 1920 x 1080 Pixels (Full HD) Refresh Rate: 100 Hz Aspect Ratio: 16:9 Brightness: 250 CandelaEzoic Viewing Angle: 178° Wide VESA Mount: 75 x 75mmEzoic Special Features: Blue Light Filter, Wall Mountable, Tilt Adjustment, Frameless Design, Flicker-Free Technology, Built-In Speakers","रू. 22,500","| Brand New","8 months ago","IBase Technologies"
"Koorui 22N1 22"" VA Panel FHD Monitor","•75HZ Ultra Thin Bazel. •Wide Color Gamet Panel. •HighColor Resolution •Narraw Border","रू. 14,000","| Brand New","8 months ago","IBase Technologies"
"Dell 24 & 23.8 Inch Monitor","I have 2 dell 23.8 inch and 24 inch monitor for sale. only serious buyers. I'm selling them both.","रू. 27,500","| Like New","11 months ago","Devendra"
"Studio Monitor","Specifications Product information Controller Type Button Control Included Components 2 Pc. MONITOR, 2 Pc. FOAM, 2 Pc. Power Cabel Product Dimensions 17.6D x 20W x 25H Centimeters Audio Output Mode Surround Age Range (Description) Adult Item Weight 10.79 Kilograms Is Waterproof false Number of Items 4 Brand Name hayden Sensitivity (db) 100 dB RMS Power Range - Amplifiers 140 Watts Manufacturer HAYDEN AUDIO NEW DELHI Item Weight 10 kg 8 More information contact 9821967773","रू. 30,000","| Brand New","5 months ago","Khemu Prasad Pandey"
"NB Monitor Mount Single 17-30""","NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Monitors(Within 4.4lbs to 19.8lbs) Computer Monitor Stand F80 https://www.rhythmkala.com","रू. 4,100","| Brand New","1 years ago","Rhythm Kala Suppliers 9851126504"
"Dell 24 Inch S2421hn Ips Borderless Monitor","9827877924,9813134242 Display Type LED-backlit LCD monitor / TFT active matrix Diagonal Size 23.8"" Viewable Size 23.8"" Adaptive-Sync Technology AMD FreeSync Panel Type IPS Aspect Ratio 16:9 Native Resolution Full HD (1080p) 1920 x 1080 at 75 Hz Pixel Pitch 0.2745 mm Pixel Per Inch 92.56 Brightness 250 cd/m² Contrast Ratio 1000:1 Color Support 16.7 million colors Color Gamut 72% NTSC (CIE 1931), 99% sRGB Response Time 4 ms (gray-to-gray extreme) Horizontal Viewing Angle 178 Vertical Viewing Angle","रू. 25,000","| Brand New","2 years ago","Cctv Wholesale"
"Dell 24 Monitor – S2421HN","Screen Size Screen Coating Panel Type Dimension VESA Wall Mount Weight Display Position Adjustment Flicker-free Technology Low Blue Light Backlight Technology Aspect Ratio Display Colors","रू. 25,000","| Brand New","2 years ago","Wholeshale Bazar"
"Zillion Monitor 19""","Zillion Monitor 19""","रू. 7,000","| Brand New","2 years ago","Wholeshale Bazar"
"Dell 24 Inch S2421hn Ips Borderless Monitor","9827877924,9813134242 Display Type LED-backlit LCD monitor / TFT active matrix Diagonal Size 23.8"" Viewable Size 23.8"" Adaptive-Sync Technology AMD FreeSync Panel Type IPS Aspect Ratio 16:9 Native Resolution Full HD (1080p) 1920 x 1080 at 75 Hz Pixel Pitch 0.2745 mm Pixel Per Inch 92.56 Brightness 250 cd/m² Contrast Ratio 1000:1 Color Support 16.7 million colors Color Gamut 72% NTSC (CIE 1931), 99% sRGB Response Time 4 ms (gray-to-gray extreme) Horizontal Viewing Angle 178 Vertical Viewing Angl","रू. 26,000","| Brand New","2 years ago","Wholeshale Bazar"
"Mackie Cr4-X 4 Inch Multimedia Monitors","Inside the Box:- -Desktop monitor speakers -Speaker cable -RCA to 1/8"" cable -1/8"" to 1/8"" cable -Quick start guide Mackie CR4-X Multimedia Monitor System Features:- -Desktop monitor speakers with 4"" drivers -Convenient front-panel volume control and headphone output -Includes speaker cable, RCA-1/8"" cable, and 1/8""-1/8"" cable","रू. 22,500","| Brand New","3 years ago","Guitar Zone"
"Hitech 27"" Gaming Monitor 144hz","hitech gaming monitor 27"" screen fhd ips 144hz refresh rate boarderless contact LAPTOP PLUS Newroad KTM 9847177032","रू. 25,000","| Brand New","7 months ago","Laptop Plus"
"Mackie CR3-XBT 3-Inch Studio Monitor Arctic White","Buy Mackie Products in Nepal. CR3-XBT 3” monitors with Bluetooth feature a sleek design with a brushed-metal panel and distinct outline. Convenient front panel headphone out and volume control make daily use easy. Key Features : -Professional studio-quality sound -Flexible Inputs - 1/4"", RCA, and Bluetooth -Front panel Power/Volume control -Front panel headphone output -50 watts of clean, articulate stereo sound -3″ polypropylene-coated woofer and .75″ ferrofluid-cooled silk-dome tweeter","रू. 19,850","| Brand New","10 months ago","Guitar Zone"
"Mackie CR3-XBT 3 Inch Monitors With Bluetooth","Buy Mackie Speakers in Nepal Key Features : -Professional studio-quality sound -Sleek cosmetics -Flexible Inputs - 1/4"", RCA, and Bluetooth -Front panel Power/Volume control -Front panel headphone output -50 watts of clean, articulate stereo sound -3″ polypropylene-coated woofer and .75″ ferrofluid-cooled silk-dome tweeter","रू. 19,350","| Brand New","10 months ago","Guitar Zone"
"Presonus HD-7 Monitoring Headphone","High resolution drivers Precision-tuned acoustic chamber Extended bass response Built tough to withstand abuse Auto-fit head pads Comfortable and long-lasting ear pads Single-side cable Optimized pressure Lightweight","रू. 9,700","| Brand New","1 years ago","Guitar Zone, Pokhara"
"Dell 19"" Inch Led Hd Monitor, Vga + Hdmi Input","Dell 19"" Inch Led Monitor, VGA + HDMI Input, HD, Anti Glare 1 Year Company Warranty Brand: Dell Panel size: 19"" 409.8x230.4mm(HxV) Viewing Angle: H160/V140 Max Brightness: 350cd/m2 Max Contrast Ratio: 100000:1(DCR) Port: VGA,HDMI,AC Response Time: 5S Resolution: 1368x768 Colours: 16.7M (6-bit+Hi+FRC) Consumption: 12W Monitor size: 48.26CM Anti Glare Screen Stand by less than 0.5W","रू. 7,300","| Brand New","2 years ago","Rojeko Mart"
"Desktop PC I3 4th Gen With 19""Monitor","Intel core I3 4th gen Esonic h81 Motherboard 256 SSD sata 4gb ddr3 ram M-ATX 450 WATT Power Supply","रू. 27,000","| Brand New","2 years ago","Gadget House Nepal"
"Gaming Pc And Monitor Dual","urgent sale! baira jana layeko vayera i wanna sell it in. buyers contact at 9869032566 or inbox me in this app for negotiable price. condition pani ekdam ramro xa. specs below: monitor: BenQ ZOWIE XL2411P motherboard: msi b450 tomahawk max processor: AMD Ryzen 5 3600 6-Processor graphic card: NVIDIA GeForce RTX 2060 RAM: 16.0 power supply: 600W 80 plus bronze cooler: da600 deepcool storage: 512ssd with 1tb hdd operating system: windows 11 pro contact no: 9869032566, interested one.","रू. 90,000","| Used","25 days ago","Malla"
"ZOWIE XL2411P 144Hz 24 Inch Gaming Monitor","LCD size (inch) 24"" Aspect ratio 16:9 Max. resolution (PC/Laptop) 1920 x 1080 at 144Hz (DVI-DL, DP) Refresh rate 144Hz Display area (mm) 531.3 x 298.8 Pixel pitch (mm) 0.276 Typ. brightness (cd/㎡) 350 Typ. contrast 1000:1 Panel type TN","रू. 30,000","| Brand New","2 years ago","Astral Tech"
"Redmi G24 165Hz Monitor","Xiaomi Redmi Gaming Monitor G24 23.8 Inch 165hz Refresh Rate 1ms-MPRT Response DC Dimming Low Blue Light 1920X1080 With HDR10 Display Size: 23.8-inch Display Panel: VA panel Resolution: FHD (1920 x 1080 pixels), 16:9 aspect ratio Color Gamut: 120% sRGB with ΔE<2 Contrast Ratio: 3200:1 HDR: Yes (HDR10) Refresh rate: 165Hz Response Rate: 1ms (MPRT) VRR: AMD FreeSync, NVIDIA G-Sync Ports: 1x HDMI, 1x DisplayPort, 1x DC-in Extras: DC Dimming. Low blue light mode, Cable management hub Warranty: 1 y","रू. 22,000","| Brand New","8 months ago","Astral Tech"
"AOC 25GZM 24"" 240HZ Gaming Monitor","Video Features SYNC TECHNOLOGY (VRR) Adaptive Sync SYNC RANGE 48-240 DIGITAL SIGNAL FREQUENCY VERTICAL HDMI2.0/DP1.2: 48-240Hz DIGITAL SIGNAL FREQUENCY HORIZONTAL HDMI2.0:30-255KHz / DP1.2:255KHz-255KHz FLICKER-FREE Flicker Free BLUE LIGHT TECHNOLOGY Low Blue Light COLOUR SPACE (SRGB) CIE 1931 % 100 COLOUR SPACE (DCI-P3) CIE 1976 % 92 Gaming Features GAMING STYLE Shooters, MMORPG, Action, eSports, FPS (eSports), Beat'm up GAME MODE RTS, FPS, Racing, Gamer 1, Gamer 2, Off","रू. 38,500","| Brand New","8 months ago","Astral Tech"
"Computer Intel Core I5 3rd Gen With Monitor","Processor : Core i5 -3rd Gen Hard Disk Drive: 128GB SATA SSD + 500GB Hard Disk Motherboard: H61 RAM: 8GB DDR3 Display: 19"" monitor AIGO BRANDED Cabinet With 2 Fans For Better Cooling Keyboard and Mouse","रू. 28,500","| Brand New","2 years ago","Games And Memes"
"Ryzen 5 5600X With B550m TUF And G24F Monitor","•Ryzen 5 5600X •B550m TUF Motherboard •8x2gb 3200mhz RAM •512gb NVME •CG75 Casing •650w Power Supply •RTX 2060 MSI ******************************************************* Why choose us -Get 2 years of free servicing -2 year warranty on all products -Lifetime warranty on RAM ******************************************************* Contact us: Viber/Whatsapp: 9840267824/9813840833 Instagram: instagram.com/gamesandmemesofficial","रू. 1,48,500","| Brand New","2 years ago","Games And Memes"
"Koorui N07 4K IPS Monitor","KOORUI 27 Inch Monitors, 4K Computer Monitors UHD(3840 * 2160), IPS, 4ms, 60Hz, 2x HDMI 2.0 & DisplayPort 1.4, Adpitive Sync, HDR10, VESA 100 * 100mm, 90% DCI-P3, Eye Care Product dimensions- 61.4D x 45.9W x 20.5H centimetres","रू. 49,500","| Brand New","8 months ago","IBase Technologies"
"Intel I5 3rd Gen Desktop With 1080p HD Monitor","Intel i5 3rd Gen Desktop with 1080p HD Monitor ● Esonic H61 FFL Motherboard ● intel i5 3rd gen processor. ● Processor cab be upgrade upto i7 3rd Gen. ● Slot for Graphics. ● 8GB RAM ● HDD 500GB ● SSD 128GB ● LG 1080p HD LED Monitor ● Keyboard & Mouse ● Windows 10 Pro Activated Works perfectly with no any defects. Kehi pani problem xaina serious buyer ho vani call garnu hola...Pc ekdamai ramro xa upgrade garna pani milxa...offer ho hai xito call garnu hola.. Note: Only for serious buyer.","रू. 24,999","| Like New","1 years ago","Luffy Saitama"
"Koorui 34E6UC 34"" Curved WQHD Gaming Monitor","KOORUI 34 Inch Ultrawide Curved Gaming Monitor 165HZ, 1ms, 1000R, WQHD 3440 * 1440, 21:9, DCI-P3 90% Color Gamut, FreeSync G-Sync Compatible, Tilt/Height Adjustable Stand, HDMI, Display Port, Height Adjustment, Curved Screen, Ultrawide Screen, Blue Light Filter, Swivel Adjustment, Wall Mountable, Tilt Adjustment, Frameless, Flicker-Free. *Product dimensions - 24.2D x 79.7W x 53.5H centimetres","रू. 58,500","| Brand New","8 months ago","IBase Technologies"
"Tv / Monitor 1080p 60hz 19 Inch LED TV With Remote","1080p 60hz 19 inch LED TV/Monitor. can be use for both tv and computer supports hdmi connection too off course remote will be available too plastic ajhai samma xa screen ko no scratches or any damages.","रू. 9,999","| Like New","3 months ago","NABIN"
"MSI Modern MD272XP 27"" Monitor IPS, Type C, 100hz","PANEL SIZE: 27"" Panel Resolution: 1920x 1080p FHD Refresh Rate: 100hz Response Time: 1MS (MPRT)/ 4ms (GTG) Panel Type: IPS Viewing Angel: 178°(H) / 178°(V) Contrast Ratio: 1000:1 SRGB: 108% (CIE 1976) Display Colors: 16.7m Color Bit: 8bit (6bits + FRC) Video Ports: 1 x HDMI 1.4b : 1x Display Port 1.2a : 1x Type C (DP Alternate) with 65w PD USB Ports: 1x USB 2.0 Type B : 2x USb 2.0 Type A Audio Jack: 1x Headphone Speaker: 2x 3w DynamicReferesh Rate Tech: AMD FreeSync","रू. 37,999","| Brand New","2 months ago","USoft Store"
"Dell I5 With Monitor","Dell i5 4th gen 4GB RAM 256 SSD intel graphics 19'' led dell monitor","रू. 25,000","| Brand New","2 years ago","Mega IT Enterprieses"
"Dell Gaming Monitor S2421hgf","Dell 24 inch 144hz gaming monitor","रू. 29,999","| Brand New","2 years ago","Games And Memes"
"MSI Modern MD2412P 24"" Monitor IPS, 100Hz","- 24"" Flat display - 1920 x 1080 (FHD) resolution - 1ms(MPRT) Respond Time and 100Hz Refresh Rate - In-Plane Switching (IPS) technology - SRGB: 114% SRGB - 16:9 Aspect ratio - 178° Wide Viewing Angle design - HDR Ready - FreeSync Technology - Adjustability: Height/Pivot/Swivel/Tilt - Red Dot Design Award 2021 Winner - TÜV certified display and MSI Eye-Q for eye health - Less Blue Light PRO technology - Built-in USB Type-C - Type-C and HDMI™ ports. - Two built-in speakers 2x 3w","रू. 26,999","| Brand New","2 months ago","USoft Store"
"HP EliteDisplay S140u 14-Inch USB Portable Monitor","HP EliteDisplay S140u 14-inch USB Portable Monitor 14"" LEd Backlit 1600*900 Native Resolution USB 3.0 Connectivity for details please check https://support.hp.com/my-en/document/c04478662 Price:30,000.00 Fixed","रू. 30,000","| Brand New","1 years ago","Computer Solution"
"Seetec Monitor 17inch On Rent","SEETEC Professional Broadcast LCD Monitor has been widely used in TV news production, broadcasting house, TV broadcasting truck and other fields.","रू. 1,500","| Used","3 years ago","Film Crew Nepal"
"Joyo JMH-01 Monitor Headphone","Features & details Hi-Res Audio: Hear music with Hi-Res audio compatibility, the ultimate sound quality, and original sound reproduction. Superb HI-FI Sound: 50mm large aperture drivers, provide an extended frequency range, with deeper, more accurate bass response. Detachable 2-in-1 Plug: Provided 3.5mm plug spring audio cable and 6.35mm adapter compatible with different audio devices or mixers. Ergonomic: 90-degree swiveling earcups, professional grade earpad and headband material, foldable hea","रू. 7,000","| Brand New","12 months ago","Planet Music Chabahil"
"Presonus Eris E3.5 Monitor","Features Components and construction 3.5-inch (89 mm), woven composite, low-frequency transducer 1-inch (25 mm), ultra-low-mass, silk-dome, high-frequency transducer Rear-firing acoustic port for superior bass-frequency reproduction Optimized, resonance-suppressing internal bracing User controls High- and low-frequency tuning controls Front-panel Volume control for speakers and headphone amplifier Power and safety 50 watt (25W/side), Class AB biamplification RF interference, output current limit","रू. 21,500","| Brand New","2 years ago","Planet Music Chabahil"
"ARTcessories My Monitor II","Maximum Input Level +6 dBu (mic), +12 dBu (instrument), +32 dBu (line), >+32 dBu (stereo monitor) Input Impedance 4.5k Ω (mic), 1m Ω (instrument), 100k Ω (stereo monitor, line) Maximum Output Level +12dBu (headphones) Maximum Gain 47dB (mic), 41dB(instrument), 21dB(stereo monitor, line) Output Impedance 47 Ω (each headphone output) Input Connections XLR balanced microphone, 1/4-inch stereo monitor, 1/4-inch mono instrument/line input Output Connections XLR balanced microphone, 1/4-inch and 1/8-i","रू. 13,000","| Brand New","2 years ago","Planet Music Chabahil"
"ViewSonic Gaming Designer Monitor 19"" To 32""","Discount Available https://www.rhythmkala.com","रू. 11,500","| Brand New","1 years ago","Rhythm Kala Suppliers 9851126504"
"Led Monitor 15""","Enter 15.4 inch Full HD Monitor (E-M16HA HDMI & VGA LED) Display Type: LED Backlit 39.12 cm (15.4 inch) Full HD Display Response Time: 6 ms Low Power Consumption Screen Size : 15.4 Inches Resolution : 1920×1080 Hardware Interface : VGA, HDMI Enter 15.4 inch Full HD Monitor (E-M16HA HDMI & VGA LED) quantit","रू. 5,000","| Brand New","6 months ago","Golden Vision Traders Pvt.Ltd"
"Led Monitor 17"" Available Now","17"" led monitor full HD video support full screen mode 1 years warranty 9849433139 9808286554","रू. 6,300","| Brand New","1 years ago","Cctv Group Accessories Sales And Service"
"Hikvision 22 Inch Borderless LED Monitor","Ultra-thin device body with ultra-thin border for 3 sides. 2 channels of 8 bit/10 bit LVDS HD (1920*1080) display. 178° ultra-wide view screen. 3D noise reduction. Low blue light design for eye care. Dual interface of HDMI and VGA. Support VESA wall mount","रू. 14,500","| Brand New","3 months ago","Cctv Group Accessories Sales And Service"
"Hikvision 22inch LED Boderless Monitor","Ultra-thin device body with ultra-thin border for 3 sides.  Full HD (1920*1080) display.  178° ultra-wide view screen.  3D noise reduction.  Low blue light design for eye care.  Dual interface of HDMI and VGA.","रू. 14,500","| Brand New","1 months ago","Cctv Group Accessories Sales And Service"
"Hikvision 22Inch FHD Borderless Monitor","• Ultra-thin device body with ultra-thin border for 3 sides. • 2 channels of 8 bit/10 bit LVDS HD (1920 × 1080) display. • 178° ultra-wide view screen. • 3D noise reduction. • Low blue light design for eye care. • Dual interface of HDMI and VGA. • Support VESA wall mount.","रू. 14,500","| Brand New","2 months ago","Cctv Group Accessories Sales And Service"
"DS-5022FN-C 21.5 Inch FHD Borderless Monitor","• Ultra-thin device body with ultra-thin border for 3 sides. • 2 channels of 8 bit/10 bit LVDS HD (1920 × 1080) display. • 178° ultra-wide view screen. • 3D noise reduction. • Low blue light design for eye care. • Dual interface of HDMI and VGA. • Support VESA wall mount.","रू. 15,000","| Brand New","3 months ago","Cctv Group Accessories Sales And Service"
"Hikvision 22' Ultra Wide Monitor DS-D5022FN-C","Hikvision 22' Ultra wide Monitor DS-D5022FN-C Ultra-thin device body with ultra-thin border for 3 sides. 2 channels of 8 bit/10 bit LVDS HD (1920*1080) display. 178° ultra-wide view screen. 3D noise reduction. Low blue light design for eye care. Dual interface of HDMI and VGA. Support VESA wall mount.","रू. 14,500","| Brand New","3 months ago","Cctv Group Accessories Sales And Service"
"Aoc 32"" Inch QHD Monitor | 1440P 60Hz | Q32V3","- AOC 32″ (31. 5″ viewable) widescreen monitor with 2K QHD 2560 x 1440 resolution - VA panel delivers superior consistency in color temperature, wide viewing angles, and crisp contrast to ensure excellent image reproduction - Wide color gamut with 103% sRGB area coverage for truer colors, ideal for graphics intensive work and viewing sessions - Low Blue mode that reduces the amount of harmful blue spectrum of light to help prevent damages - Flicker Free panel that displays video signal without f","रू. 47,000","| Brand New","4 months ago","Urlifea Tech And Advertising"
"19'' MONITOR ZELLION","Brand: Zillion • 5000:1 Contrast Ratio • Auto Resolution Detection • 5ms Refresh Rate • 17 M colors • 1x VGA Port • Low Power Consumption • Size: 492x103x357mm • • Piano Shining Black","रू. 7,300","| Brand New","1 years ago","Dream Itsolution Pvt Ltd"
"24'' DELL MONITOR IPS","This thin-bezel, 23.8"" monitor with a compact base maximizes screen space as well as desk space. • 1920 x 1080 at 60Hz - IPS Technology • 8 ms (gray-to-gray normal); 5 ms (gray-to-gray fast) • flicker-free, anti-glare screen - Blue Light Filter • 100% Dell Authentic Product Product Code: SE2419H Brand: Dell Warranty: 1 Yea","रू. 24,000","| Brand New","1 years ago","Dream Itsolution Pvt Ltd"
"17'' MONITOR ZELLION","• Brand: Zillion • 5000:1 Contrast Ratio • Auto Resolution Detection • 5ms Refresh Rate • 17 M colors • 1x VGA Port • Low Power Consumption • Size: 492x103x357mm • Piano Shining Black","रू. 5,819","| Brand New","1 years ago","Dream Itsolution Pvt Ltd"
"MONITOR ZELLION 19''","Brand: Zillion • 5000:1 Contrast Ratio • Auto Resolution Detection • 5ms Refresh Rate • 17 M colors • 1x VGA Port • Low Power Consumption • Size: 492x103x357mm • • Piano Shining Black","रू. 7,499","| Brand New","1 years ago","Cctv Wholesale"
"Mackie CR3-X 3 Inch Multimedia Monitors","Buy Mackie Speakers in Nepal Value-packed Desktop Monitoring Solution Mackie CR3-X Multimedia Monitors put studio-quality sound right on your desktop at a great value. Mackie have earned their reputation for quality studio monitoring over the years, and CR3-X Multimedia Monitors are just as suitable for multimedia production as they are for gaming and casual listening.","रू. 16,500","| Brand New","7 months ago","Guitar Zone"
"Rossmax Manual BP Monitor Aneroid Sphygmomanometer","Brand : Rossmax It is equipped with a chrome-plate brass air release valve It comes with a latex free cuff made of Nylon 4 layers of insulation on either side for complete comfort and safety In-built twin thermostat for 100 percent safety Ultra soft washable cotton cover The device comes with 2 years of manufacturers warrantyWhite enamel 300 mmHg no-pin stop manometer Chrome-plate brass air release valve Latex free cuff Without Stethoscope Accessories :Nylon Cuff,Bulb,Instruction Manual","रू. 1,690","| Brand New","2 years ago","Quality Shop"
"Rossmax Manual BP Monitor WIth Sthetescope","Brand : Rossmax It is equipped with a chrome-plate brass air release valve It comes with a latex free cuff made of Nylon 4 layers of insulation on either side for complete comfort and safety In-built twin thermostat for 100 percent safety Ultra soft washable cotton cover The device comes with 2 years of manufacturers warrantyWhite enamel 300 mmHg no-pin stop manometer Chrome-plate brass air release valve Latex free cuff Without Stethoscope Accessories :Nylon Cuff,Bulb,Instruction Manual","रू. 1,950","| Brand New","2 years ago","Quality Shop"
"Ezviz Baby Monitor Wifi Battery Back Up Camera BM1","BM1 CS-BM1-R100-2D2WF 1080P Resolution,Hear and Talk,Crying Detection,Out-of-Crib Alerts,Baby Activity Detection (Powered by human-shape algorithm),AutoPlay Soothing Music,Clear Night Vision Without Visible Red Light,All- Night Battery(2,000 mAh) https://www.rhythmkala.com","रू. 12,420","| Brand New","6 months ago","Rhythm Kala Suppliers 9851126504"
"19 Inch Led Monitor","19 inch Technos led monitor in best condition. Intrested can comment plz","रू. 3,500","| Like New","3 days ago","Krist"
"Dell Monitor 19 Inches LED Brand New On Sale","Dell Monitor with hdmi and vga Rs 5700 !! One Year Warrenty !! #dell #monitor #vga #hdmi #dellLowbudget #dellmonitor","रू. 6,299","| Brand New","5 months ago","Bijay Adhikari"
"Koorui 24E3 24"" 165Hz 1080P 1Ms Gaming Monitor","Koorui 27 Inch Curved VA 144Hz 1ms 100% sRGB QHD Gaming Monitor VA (Curved Screen) Panel Type 144 Hz Refresh Rate Native Resolution 2560 x 1440 Response Time 1ms SRGB 100% Color Gamut 85% DCI-P3 1 Year Warranty !! 9867179005 / whatsapp","रू. 21,555","| Brand New","5 months ago","Bijay Adhikari"
"Aidex Continuous Glucose Monitoring Transmitter","Transmitter The transmitter in a continuous glucose monitoring (CGM) device is a crucial component that works alongside the sensor to relay glucose data to a smartphone. The transmitter is typically attached to the sensor, and it wirelessly communicates with the sensor to collect glucose readings. The sensor detects glucose levels in the interstitial fluid and converts this into an electrical signal and transfer the data to mobile app.","रू. 10,000","| Brand New","9 days ago","Suryodaya Inc.PVT.LTD"
"Aidex Continuous Glucose Monitoring Sensor","Sensor The sensor used in a continuous glucose monitoring (CGM) device is typically a small, disposable electrode or filament that is inserted just under the skin (usually in the abdomen or upper arm). This sensor measures the glucose levels in the interstitial fluid (fluid surrounding the cells) continuously throughout the day and night for 10 days. The sensor works by detecting the glucose in the interstitial fluid and converting this into an electrical signal. This signal is then transmitted","रू. 9,500","| Brand New","9 days ago","Suryodaya Inc.PVT.LTD"
"Dell Monitor 19""","Dell 19"" Inch Led Monitor, VGA Input At a very reasonable price we have single piece remaining. CALL US NOW : 9813931917 Brand: Dell Panel size: 19"" 409.8x230.4mm(HxV) Viewing Angle: H160/V140 Max Brightness: 350cd/m2 Max Contrast Ratio: 100000:1(DCR) Port: VGA, AC Response Time: 5S Resolution: 1368x768 Colours: 16.7M (6-bit+Hi+FRC) Consumption: 12W Monitor size: 48.26CM Stand by less than 0.5W","रू. 4,000","| Used","1 years ago","Shramik"
"Viewsonic VA2415 Monitor","24” FHD, Eyecare Technology 75 Hz AMD FreeSync™ ViewMode color rendering","रू. 29,000","| Brand New","3 months ago","Lalit Trading Co."
"Koorui 24E3 Monitor","24"" FHD IPS Display 165Hz, 1ms MPRT Ports: HDMI, DP","रू. 20,500","| Brand New","3 months ago","Lalit Trading Co."
"Dahua LM24-B200 Monitor","24"" FHD Gaming Monitor Refresh Rate :100Hz ,5ms (VRB) Anti-blue light , eye-protective","रू. 17,000","| Brand New","3 months ago","Lalit Trading Co."
"Xiaomi Mi Monitor","Mi Monitor 23.8 Inch Desktop Monitor 1C (ISP, 1920x1080, 16:9, 60Hz, 6ms, 250cd/m2, HDMI + VGA, 178º, 3 Sides Rimless","रू. 18,500","| Brand New","3 months ago","Lalit Trading Co."
"Teckin Smart WiFi 16A SA Plug With Energy Monitor","Teckin Smart WiFi 16A SA Plug With Energy Monitor","रू. 1,550","| Brand New","3 months ago","ONLINE EXPRESS"
"Koorui 27 Inch QHD CurvedVA 144Hz Gaming Monitor","Koorui 27 Inch Curved VA 144Hz 1ms 100% sRGB QHD Gaming Monitor VA (Curved Screen) Panel Type 144 Hz Refresh Rate Native Resolution 2560 x 1440 Response Time 1ms SRGB 100% Color Gamut 85% DCI-P3 1 Year Warranty !!","रू. 31,555","| Brand New","5 months ago","Bijay Adhikari"
"CRT MONITOR FOR SALE","सम्पर्क 9851044739","रू. 2,000","| Used","21 days ago","Achyut Nepal"
"VCHANCE 16"" Portable Touchscreen Monitor","VCHANCE 16 Inch 1920*1200p Portable Monitor 16:10 100%sRGB HDR 400Cd/m² Game Display For Laptop Macbook Phone Switch Xbox PS4/5 【Specifications】 - Brand: VCHANCE - Item: 16 Inch 1200p Portable Monitor - Model: AF16(Non-Touch) / AF16T(Touch) - Applications: Laptop/PC Computer/Switch/Xbox/PS4/PS5/Phone/TV Box/Drones…… - Publishing: 2023 - Refresh Rate: 60hz - Screen Size: 16 inch - Resolution: 1920*1200p - Display Ratio: 16:10 - Viewing Angle: 178° - Screen Type: IPS - Contrast Ratio: 1200:1 -","रू. 30,000","| Brand New","4 months ago","Tanka Ji"
"GAMING PC(+monitor+speaker+keyboard+mouse+mousepad","CALL, VIBER, WHATSAPP 9765559460 Specs of the PC- -Gigabyte B450m Ds3h motherboard -AMD Ryzen™ 3 2200G processor -AMD stealth cooler -Hyperx fury 8 GB DDR4 2666mhz RAM -256gb AITC SSD-500mbps read/write speed(windows 10 professional installed) -Imperion Kinetic 361 gaming case with 3 intake and 1 exhaust fans for max cooling -Radeon vega 8 graphics(60 fps in GTA V) -Deepcool 500w 80+ bronze rated PSU -3 usb 3.0 ports and 5 usb 2.0 ports -1x HDMI, VGA, Ethernet, Audio ports, PSU on/off switch","रू. 50,000","| Like New","5 months ago","The Computer Guy"
"Single Monitor Arm","Single monitor support","रू. 4,500","| Brand New","5 months ago","Pariland Technical Support"
"Monitor Stand/Arm.","The horizontal arm of the monitor stand can be raised or lowered along the stand’s vertical post. With a total height-adjustment range of 6.3 inches, the arm can be positioned from 7.9 inches high (the lowest setting) all the way up to 14.2 inches high (the highest setting). Adjust the height of the arm as desired for optimal viewing.","रू. 6,000","| Brand New","2 years ago","Gobasics"
"DELL 24'' MONITOR WITH ONE YEAR WARARNTY S2421H","Dell Monitor 24inch/ Dell monitor /monitor /24 inch Flat Screen FHD - (1920 x 1080) Ports & Slots: 1. Power Port | 2. DP Port 1.2 | 3. VGA Port Cables Included 1 x Power cable 1 x Dis Price - Rs 20,500/-","रू. 20,500","| Brand New","1 years ago","99Nepal"
"19 Inch Led Monitor","size - 19 inch led monitor color - black Bought: 2 years ago/ Used: 1 month","रू. 10,000","| Like New","2 years ago","Sudha Jha"
"Zillion 19 Inch Led Monitor HDMI/VGA","Brand: Zillion Model: 19"" LED Monitor 5000:1 Contrast Ratio Auto Resolution Detection 5ms Refresh Rate Multilingual OSD Size: 492x103x357mm Dual Input: 1x Vga Port, 1x HDMI Port 19&& LED Monitor","रू. 5,600","| Brand New","3 years ago","Wepro Technology"
